date,store,item,quantity,price,total,original_price,corrected_price,price_was_total_flag
2025-09-11,Walmart,"Oikos Pro 23g Protein, Peach Cultured Dairy Drink Bottle, 7 fl oz",5.0,9.7,48.5,9.7,,no
2025-09-11,Walmart,"Fresh Glorys Cherry Tomatoes, 10 oz Package",1.0,3.2700,3.2700,3.27,3.2700,yes
2025-09-13,Walmart,"Heinz Tomato Ketchup, 32 oz Bottle",1.0,4.4700,4.4700,4.47,4.4700,yes
2025-09-13,Walmart,"Scott 1000 Toilet Paper, 12 Rolls, 1,000 Sheets per Roll",1.0,10.9700,10.9700,10.97,10.9700,yes
2025-09-13,Walmart,"Great Value Oven Roasted Turkey Breast Lunchmeat, 16 oz, Plastic Tub, Refrigerated",1.0,5.3700,5.3700,5.37,5.3700,yes
2025-09-13,Walmart,"Great Value Mild Cheddar Finely Shredded Cheese, 8 oz Bag",1.0,1.9700,1.9700,1.97,1.9700,yes
2025-09-13,Walmart,"Great Value Large White Eggs, 18 Count",1.0,3.9700,3.9700,3.97,3.9700,yes
2025-09-13,Walmart,"Pepperidge Farm White Hot Dog Buns, Top Sliced, 8-Pack Bag",2.0,3.3700,6.7400,6.74,3.3700,yes
2025-09-13,Walmart,"Jimmy Dean Premium Pork Regular Sausage Roll, 16 oz",1.0,4.6200,4.6200,4.62,4.6200,yes
2025-09-13,Walmart,"Oscar Mayer Turkey Franks Hot Dogs, 16 oz, 10 ct Pack",2.0,3.9700,7.9400,7.94,3.9700,yes
2025-09-13,Walmart,"Great Value Uncooked Original Breakfast Pork Sausage Links, 12 oz Package",1.0,2.9400,2.9400,2.94,2.9400,yes
2025-09-13,Walmart,"Bagel Bites Three Cheese Mini Pizza Bagel Frozen Snacks, 40 ct Box",1.0,9.9800,9.9800,9.98,9.9800,yes
2025-09-13,Walmart,"Thomas' Plain Mini Bagels, 10 count, Kosher Mini Bagels, 15 oz Bag",1.0,4.8200,4.8200,4.82,4.8200,yes
2025-09-13,Walmart,"Nature's Own WhiteWheat Healthy White Bread, Sliced White Bread Loaf, 20 oz, Shelf-Stable",2.0,3.4200,6.8400,6.84,3.4200,yes
2025-09-15,Walmart,"Great Value Whole Vitamin D Milk, Gallon, 128 fl oz",1.0,2.3600,2.3600,2.36,2.3600,yes
2025-09-15,Walmart,"Fresh Banana, Each",5.0,0.236,1.18,0.236,,no
2025-09-15,Walmart,"TAZO Classic Chai Latte Black Tea Concentrate, Made from Real Black Tea, 32oz Carton",1.0,5.4800,5.4800,5.48,5.4800,yes
2025-09-15,Walmart,"Great Value No Stir Creamy Natural Peanut Butter Spread, 40 oz",1.0,3.9800,3.9800,3.98,3.9800,yes
2025-09-15,Walmart,"Fritos Scoops! Corn Snacks, Party Size, 15.5 oz Bag",2.0,5.9400,11.8800,11.88,5.9400,yes
2025-09-15,Walmart,"Oikos Pro Shots 10g Protein, Mango Cultured Dairy Drinks Bottles, 3.1 fl oz, 6 Count​",1.0,5.14,5.14,5.14,,no
2025-09-15,Walmart,"Oikos Pro 23g Protein, Mango Pineapple Cultured Dairy Drink Bottle, 7 fl oz",2.0,3.88,7.76,3.88,,no
2025-09-15,Walmart,"Oikos Pro Shots 10g Protein, Mixed Berry Cultured Dairy Drinks Bottles, 3.1 fl oz, 6 Count​",1.0,5.14,5.14,5.14,,no
2025-09-15,Walmart,Chobani 20G Protein Low-Fat Greek Yogurt Drink Strawberries & Cream 10 fl oz Bottle,4.0,9.28,37.12,9.28,,no
2025-09-15,Walmart,"Great Value Fiesta Blend Finely Shredded Cheese, 8 oz Bag",1.0,1.9700,1.9700,1.97,1.9700,yes
2025-09-15,Walmart,"BelGioioso Gluten-Free Asiago Specialty Cheese Wedge, 8 oz",1.0,5.4200,5.4200,5.42,5.4200,yes
2025-09-15,Walmart,"Thomas' Plain Mini Bagels, 10 count, Kosher Mini Bagels, 15 oz Bag",1.0,4.8200,4.8200,4.82,4.8200,yes
2025-09-15,Walmart,"Great Value Whole Vitamin D Milk, Gallon, 128 fl oz",1.0,2.3600,2.3600,2.36,2.3600,yes
2025-09-15,Walmart,"Great Value Large White Eggs, 36 Count",1.0,8.0000,8.0000,8.0,8.0000,yes
2025-09-15,Walmart,"GoGo squeeZ No Sugar Added Apple Applesauce & Fruit Puree Pouches, 3.2 oz (16 Pack)",1.0,9.8600,9.8600,9.86,9.8600,yes
2025-09-15,Walmart,"Great Value Uncooked Original Breakfast Pork Sausage Links, 12 oz Package",1.0,2.9400,2.9400,2.94,2.9400,yes
2025-09-15,Walmart,"Thomas' Light Multi-Grain English Muffins, 6 count, 100 Calories English Muffins, 12 oz Tray",1.0,3.6700,3.6700,3.67,3.6700,yes
2025-09-15,Walmart,"Great Value Original Whipped Cream Cheese Spread, 12 oz Tub",1.0,2.6300,2.6300,2.63,2.6300,yes
2025-09-15,Walmart,"Perdue Harvestland, Fresh Ground Chicken, 92% Lean 8% Fat, 1 lb. Tray",2.0,3.8400,7.6800,7.68,3.8400,yes
2025-09-15,Walmart,"Great Value Mild Cheddar Finely Shredded Cheese, 8 oz Bag",1.0,1.9700,1.9700,1.97,1.9700,yes
2025-09-15,Walmart,"Great Value Golden Sweet Whole Kernel Corn, 15 oz",1.0,0.7600,0.7600,0.76,0.7600,yes
2025-09-15,Walmart,"Great Value Petite Diced Tomatoes in Tomato Juice, 14.5 oz",3.0,0.9600,2.8800,2.88,0.9600,yes
2025-09-15,Walmart,"Bush's Chili Beans, Canned Pinto Beans in Mild Chili Sauce, 27 oz Can",2.0,2.4200,4.8400,4.84,2.4200,yes
2025-09-15,Walmart,"Great Value Black Beans, 15 oz",3.0,0.9200,2.7600,2.76,0.9200,yes
2025-09-15,Walmart,"McCormick Chili Seasoning Mix, 1.25 oz Packet",2.0,1.5800,3.1600,3.16,1.5800,yes
2025-09-15,Walmart,Marketside Envy Apples 3 Lb Bag,1.0,7.4200,7.4200,7.42,7.4200,yes
2025-09-18,Walmart,"Fresh Banana, Each",4.0,0.22,0.88,0.22,,no
2025-09-18,Walmart,"Gatorade Sports Drinks, Grape,Strawberry and Berry Flavored Variety Pack, 12 fl oz, 18 Count Bottles",1.0,10.7800,10.7800,10.78,10.7800,yes
2025-09-18,Walmart,"Honey Nut Cheerios, Heart Healthy Cereal, Affirmations Box, Mega Size, 27.2 oz",1.0,5.9700,5.9700,5.97,5.9700,yes
2025-09-18,Walmart,"bubly Sparkling Water, The Super Mario Galaxy Movie Cherry, Zero Sugar & Zero Calories ,12 fl oz Cans (8 pack)​",1.0,4.2800,4.2800,4.28,4.2800,yes
2025-09-18,Walmart,"bubly Sparkling Water, The Super Mario Galaxy Movie Lime, Zero Sugar & Zero Calories, 12 fl oz Cans (8 pack)​",1.0,4.2800,4.2800,4.28,4.2800,yes
2025-09-18,Walmart,"Mission Super Soft Flour Tortillas, Soft Taco Size, 10 Count",1.0,2.7800,2.7800,2.78,2.7800,yes
2025-09-18,Walmart,"Sargento® Balanced Breaks® Monterey Jack & Mild Cheddar Cheese, WHEAT THINS® Minis",1.0,3.3400,3.3400,3.34,3.3400,yes
2025-09-18,Walmart,"GoGo squeeZ Active Energy No Sugar Added Strawberry Guava Fruit Blend Pouches, 3.9 oz (4 Pack)",1.0,3.9700,3.9700,3.97,3.9700,yes
2025-09-18,Walmart,"Marketside Plain Goat Cheese, 4 oz",2.0,2.9700,5.9400,5.94,2.9700,yes
2025-09-18,Walmart,"Great Value Whole Vitamin D Milk, Gallon, 128 fl oz",2.0,2.3600,4.7200,4.72,2.3600,yes
2025-09-18,Walmart,Marketside Envy Apples 3 Lb Bag,1.0,7.4200,7.4200,7.42,7.4200,yes
2025-09-19,Walmart,"All Natural Ground Chicken, 1 lb Tray",2.0,3.7200,7.4400,7.44,3.7200,yes
2025-09-19,Walmart,"Fritos Scoops! Corn Snacks, Party Size, 15.5 oz Bag",1.0,5.9400,5.9400,5.94,5.9400,yes
2025-09-19,Walmart,"Pace Chunky Medium Salsa, 64 oz Bottle",1.0,7.9300,7.9300,7.93,7.9300,yes
2025-09-19,Walmart,"Great Value Uncooked Original Breakfast Pork Sausage Links, 12 oz Package",1.0,2.9400,2.9400,2.94,2.9400,yes
2025-09-19,Walmart,"Great Value Mozzarella String Cheese Sticks, 12 oz Bag, 12 Count",1.0,3.2800,3.2800,3.28,3.2800,yes
2025-09-19,Walmart,"Nutella Hazelnut Spread with Cocoa, Creamy Hazelnut Spread, Breakfast Favorite, 13 oz Jar",1.0,4.9700,4.9700,4.97,4.9700,yes
2025-09-19,Walmart,"Great Value Original Whipped Cream Cheese Spread, 12 oz Tub",1.0,2.6300,2.6300,2.63,2.6300,yes
2025-09-19,Walmart,Chobani 20G Protein Low-Fat Greek Yogurt Drink Strawberries & Cream 10 fl oz Bottle,2.0,4.64,9.28,4.64,,no
2025-09-19,Walmart,"Oikos Pro Shots 10g Protein, Mango Cultured Dairy Drinks Bottles, 3.1 fl oz, 6 Count​",1.0,5.14,5.14,5.14,,no
2025-09-19,Walmart,"Oikos Pro Shots 10g Protein, Mixed Berry Cultured Dairy Drinks Bottles, 3.1 fl oz, 6 Count​",1.0,5.14,5.14,5.14,,no
2025-09-19,Walmart,"Oikos Pro 23g Protein, Mango Pineapple Cultured Dairy Drink Bottle, 7 fl oz",5.0,9.7,48.5,9.7,,no
2025-09-19,Walmart,"Great Value Original Sour Cream, 24 oz Tub",1.0,2.7400,2.7400,2.74,2.7400,yes
2025-09-19,Walmart,"McCormick Chili Seasoning Mix, 1.25 oz Packet",2.0,1.5800,3.1600,3.16,1.5800,yes
2025-09-19,Walmart,"Great Value Petite Diced Tomatoes in Tomato Juice, 14.5 oz",4.0,0.9600,3.8400,3.84,0.9600,yes
2025-09-19,Walmart,"Bush's Chili Beans, Canned Pinto Beans in Mild Chili Sauce, 27 oz Can",2.0,2.4200,4.8400,4.84,2.4200,yes
2025-09-19,Walmart,"Great Value Black Beans, 15 oz",2.0,0.9200,1.8400,1.84,0.9200,yes
2025-09-19,Walmart,"Great Value Golden Sweet Whole Kernel Corn, 15 oz",2.0,0.7600,1.5200,1.52,0.7600,yes
2025-09-19,Walmart,"Smithfield Naturally Hickory Smoked Lower Sodium Sliced Bacon, Gluten-Free, 16 oz",1.0,6.9700,6.9700,6.97,6.9700,yes
2025-09-19,Walmart,"Dawn Powerwash Spray Refill, Dish Soap, Dishwashing Liquid, Fresh, 1 Refill",1.0,3.9400,3.9400,3.94,3.9400,yes
2025-09-22,Walmart,"The Cheesecake Factory At Home Famous ""Brown Bread"" Sweet Wheat Sandwich Loaf, 18.7 oz, Kosher Rye Bread, Bag",1.0,4.2200,4.2200,4.22,4.2200,yes
2025-09-22,Walmart,"Classico Four Cheese Spaghetti Pasta Sauce Value Size, 44 oz Jar",1.0,5.9800,5.9800,5.98,5.9800,yes
2025-09-22,Walmart,"Marketside Plain Goat Cheese, 4 oz",1.0,2.9700,2.9700,2.97,2.9700,yes
2025-09-22,Walmart,"Thomas' Plain Mini Bagels, 10 count, Kosher Mini Bagels, 15 oz Bag",1.0,4.8200,4.8200,4.82,4.8200,yes
2025-09-22,Walmart,"Galbani Whole Milk Ricotta Cheese, 32 oz (Refrigerated)",1.0,5.3200,5.3200,5.32,5.3200,yes
2025-09-22,Walmart,"Great Value Jumbo Shell, 12 oz",1.0,1.8400,1.8400,1.84,1.8400,yes
2025-09-22,Walmart,"Morton Iodized Salt, 26 oz",1.0,1.6700,1.6700,1.67,1.6700,yes
2025-09-22,Walmart,"Great Value Large White Eggs, 36 Count",1.0,6.9600,6.9600,6.96,6.9600,yes
2025-09-22,Walmart,Marketside Envy Apples 3 Lb Bag,1.0,7.4200,7.4200,7.42,7.4200,yes
2025-09-22,Walmart,"Fresh Glorys Cherry Tomatoes, 10 oz Package",1.0,3.2700,3.2700,3.27,3.2700,yes
2025-09-24,Walmart,"TPH BY TARAJI Make it Rain Hydrating Deep Conditioner With Aloe Vera, Avocado Oil, & Moringa Oil For All Hair Types | Detangler For Curly, Coily & Wavy Hair | Color Safe & Sulfate Free, 12 oz.",1.0,11.8200,11.8200,11.82,11.8200,yes
2025-09-24,Walmart,"TPH BY TARAJI Hustle & Co Hydrating Co Wash Cleansing Hair Conditioner | Coily & Curly Hair | All Genders, 12 oz.",1.0,10.0000,10.0000,10.0,10.0000,yes
2025-09-24,Walmart,"Fresh Banana, Each",8.0,0.2175,1.74,0.2175,,no
2025-09-24,Walmart,"Honey Nut Cheerios, Heart Healthy Cereal, Affirmations Box, Mega Size, 27.2 oz",1.0,5.9700,5.9700,5.97,5.9700,yes
2025-09-24,Walmart,SunButter Original Sunflower Seed Butter 16 oz Jar,1.0,6.9800,6.9800,6.98,6.9800,yes
2025-09-24,Walmart,"Nature's Own WhiteWheat Healthy White Bread, Sliced White Bread Loaf, 20 oz, Shelf-Stable",1.0,3.4200,3.4200,3.42,3.4200,yes
2025-09-24,Walmart,"Thomas' Light Multi-Grain English Muffins, 6 count, 100 Calories English Muffins, 12 oz Tray",1.0,3.6700,3.6700,3.67,3.6700,yes
2025-09-24,Walmart,"bubly Sparkling Water, The Super Mario Galaxy Movie Lime, Zero Sugar & Zero Calories, 12 fl oz Cans (8 pack)​",1.0,4.2800,4.2800,4.28,4.2800,yes
2025-09-24,Walmart,"bubly Sparkling Water, The Super Mario Galaxy Movie Cherry, Zero Sugar & Zero Calories ,12 fl oz Cans (8 pack)​",1.0,4.2800,4.2800,4.28,4.2800,yes
2025-09-24,Walmart,"SheaMoisture Strengthening Scalp Oil & Hair Oil Rosemary & Vegan Collagen, 2 oz",1.0,9.9700,9.9700,9.97,9.9700,yes
2025-09-24,Walmart,"Great Value Oven Roasted Turkey Breast Lunchmeat, 16 oz, Plastic Tub, Refrigerated",2.0,5.3700,10.7400,10.74,5.3700,yes
2025-09-24,Walmart,"Planet Oat Oat Milk, Velvety & Smooth, Barista Lovers, 52 fl oz",1.0,3.3800,3.3800,3.38,3.3800,yes
2025-09-24,Walmart,"Great Value Whole Vitamin D Milk, Gallon, 128 fl oz",1.0,2.2800,2.2800,2.28,2.2800,yes
2025-09-24,Walmart,"Oikos Pro 23g Protein, Vanilla Yogurt-Cultured Ultra-Filtered Milk Product Tub, 32 oz​",1.0,7.64,7.64,7.64,,no
2025-09-24,Walmart,Cabot Creamery Cabot Whole Milk Plain Greek Yogurt 2 lb (Refrigerated  Tub),1.0,4.12,4.12,4.12,,no
2025-09-27,Walmart,"Fresh Cosmic Crisp Apples, 3 lb Bag",1.0,4.5700,4.5700,4.57,4.5700,yes
2025-09-27,Walmart,"Great Value Chili Seasoning Mix, 1.25 oz",1.0,0.7400,0.7400,0.74,0.7400,yes
2025-09-27,Walmart,"Great Value Medium Egg Noodles, 16 oz",1.0,1.6200,1.6200,1.62,1.6200,yes
2025-09-27,Walmart,"Fresh Banana, Each",5.0,0.23399999999999999,1.17,0.23399999999999999,,no
2025-09-27,Walmart,"Sweet Potatoes Whole Fresh, Each",4.0,0.7125,2.85,0.7125,,no
2025-09-27,Walmart,"PopCorners No Artificial Colors or Flavors White Cheddar Popped Corn Chips Bag, 7 oz",1.0,3.9800,3.9800,3.98,3.9800,yes
2025-09-27,Walmart,"Heinz Sweet Relish, 12.7 oz Bottle",1.0,2.9700,2.9700,2.97,2.9700,yes
2025-09-27,Walmart,"Blue Diamond Almonds, Lightly Salted Low Sodium Snack Nuts For Gluten Free Snacking, 14 oz.",1.0,5.9800,5.9800,5.98,5.9800,yes
2025-09-27,Walmart,"Tostitos Scoops! Tortilla Chips Multigrain, 10 oz Bag",2.0,4.4800,8.9600,8.96,4.4800,yes
2025-09-27,Walmart,"TAZO Classic Chai Latte Black Tea Concentrate, Made from Real Black Tea, 32oz Carton",1.0,5.4800,5.4800,5.48,5.4800,yes
2025-09-27,Walmart,"Great Value Original Whipped Cream Cheese Spread, 12 oz Tub",1.0,2.6300,2.6300,2.63,2.6300,yes
2025-09-27,Walmart,"Great Value Uncooked Original Breakfast Pork Sausage Links, 12 oz Package",2.0,2.4200,4.8400,4.84,2.4200,yes
2025-09-27,Walmart,"BelGioioso Gluten-Free Asiago Specialty Cheese Wedge, 8 oz",1.0,5.4200,5.4200,5.42,5.4200,yes
2025-09-27,Walmart,"Snyder's of Hanover Pretzels, Braided Pretzel Twists Honey Wheat, 12 oz",1.0,3.6200,3.6200,3.62,3.6200,yes
2025-09-27,Walmart,"PopCorners No Artificial Colors or Flavors Spicy Queso Popped Corn Chips Bag, 7 oz​",1.0,3.9800,3.9800,3.98,3.9800,yes
2025-09-27,Walmart,"PopCorners No Artificial Colors or Flavors Kettle Corn Popped Corn Chips Bag, 7 oz​",1.0,3.9800,3.9800,3.98,3.9800,yes
2025-09-27,Walmart,"Stauffer's Original Animal Snack Crackers, 32 oz Party Size Pillow Bag, Low Fat Snack for Kids & Adults",1.0,4.8700,4.8700,4.87,4.8700,yes
2025-09-27,Walmart,"Oikos Pro Shots 10g Protein, Mango Cultured Dairy Drinks Bottles, 3.1 fl oz, 6 Count​",1.0,5.14,5.14,5.14,,no
2025-09-27,Walmart,"Oikos Pro Shots 10g Protein, Mixed Berry Cultured Dairy Drinks Bottles, 3.1 fl oz, 6 Count​",1.0,5.14,5.14,5.14,,no
2025-09-27,Walmart,"The Cheesecake Factory At Home Famous ""Brown Bread"" Sweet Wheat Sandwich Loaf, 18.7 oz, Kosher Rye Bread, Bag",1.0,4.2200,4.2200,4.22,4.2200,yes
2025-09-27,Walmart,"King's Hawaiian Original Hawaiian Sweet Dinner Rolls 24 Count, 24 oz, Shelf-Stable",1.0,7.8800,7.8800,7.88,7.8800,yes
2025-09-27,Walmart,"Great Value Petite Diced Tomatoes in Tomato Juice, 14.5 oz",1.0,0.9600,0.9600,0.96,0.9600,yes
2025-09-27,Walmart,"Bush's Chili Beans, Canned Pinto Beans in Mild Chili Sauce, 27 oz Can",1.0,2.4200,2.4200,2.42,2.4200,yes
2025-09-27,Walmart,"Perdue Harvestland, Fresh Ground Chicken, 92% Lean 8% Fat, 1 lb. Tray",1.0,3.8400,3.8400,3.84,3.8400,yes
2025-09-27,Walmart,"Great Value Reduced Sodium Gluten-Free Chicken Broth, 32 oz Carton (Shelf-Stable)",2.0,1.5000,3.0000,3.0,1.5000,yes
2025-09-27,Walmart,"Sargento® Balanced Breaks® Monterey Jack & Mild Cheddar Cheese, WHEAT THINS® Minis",1.0,3.3400,3.3400,3.34,3.3400,yes
2025-09-27,Walmart,"Pepperidge Farm White Hot Dog Buns, Top Sliced, 8-Pack Bag",1.0,3.3700,3.3700,3.37,3.3700,yes
2025-09-27,Walmart,"Oscar Mayer Turkey Franks Hot Dogs, 16 oz, 10 ct Pack",1.0,3.9700,3.9700,3.97,3.9700,yes
2025-09-27,Walmart,"WHOLLY GUACAMOLE Classic Bowl Family Size, Hass Avocados, No preservatives added, 15 oz Tub",1.0,5.3300,5.3300,5.33,5.3300,yes
2025-09-27,Walmart,"Great Value Fiesta Blend Finely Shredded Cheese, 16 oz Bag",1.0,3.4800,3.4800,3.48,3.4800,yes
2025-09-27,Walmart,"Nature's Own WhiteWheat Healthy White Bread, Sliced White Bread Loaf, 20 oz, Shelf-Stable",1.0,3.4200,3.4200,3.42,3.4200,yes
2025-09-27,Walmart,"Green Bell Pepper, 1 each",1.0,0.78,0.78,0.78,,no
2025-09-27,Walmart,"Fresh Whole Celery Stalk, 1 Each Bag",1.0,1.97,1.97,1.97,,no
2025-09-27,Walmart,"Organic Fresh Whole Carrots, 2 lb Bag",1.0,2.6200,2.6200,2.62,2.6200,yes
2025-09-27,Walmart,"Great Value Golden Sweet Whole Kernel Corn, 15 oz",1.0,0.7600,0.7600,0.76,0.7600,yes
2025-09-27,Walmart,"Great Value Black Beans, 15 oz",1.0,0.9200,0.9200,0.92,0.9200,yes
2025-09-27,Walmart,"Oikos Pro 23g Protein, Mango Pineapple Cultured Dairy Drink Bottle, 7 fl oz",5.0,9.7,48.5,9.7,,no
2025-09-27,Walmart,"Chobani 20G Protein Low-Fat Greek Yogurt Drink, Strawberries and Cream 10 fl oz Bottle, 4 Pack",1.0,8.97,8.97,8.97,,no
2025-09-27,Walmart,"Thomas' Plain Mini Bagels, 10 count, Kosher Mini Bagels, 15 oz Bag",1.0,4.8200,4.8200,4.82,4.8200,yes
2025-09-27,Walmart,"GoGo squeeZ No Sugar Added Apple Apple Applesauce & Fruit Puree Pouches, 3.2 oz (24 Pack)",1.0,14.4700,14.4700,14.47,14.4700,yes
2025-09-27,Walmart,"Fresh Glorys Cherry Tomatoes, 10 oz Package",1.0,3.2700,3.2700,3.27,3.2700,yes
2025-09-27,Walmart,"Fresh Red Bell Pepper, 1 Each",1.0,1.48,1.48,1.48,,no
2025-09-27,Walmart,Mainstays – 4x6 Picture Frame – White Step Program Tabletop Photo Frame,4.0,1.7700,7.0800,7.08,1.7700,yes
2025-09-27,Walmart,Mainstays – 8x10 Picture Frame – White Step Program Tabletop Photo Frame,1.0,2.9300,2.9300,2.93,2.9300,yes
2025-09-30,Walmart,"Scott Paper Towels, Choose-A-Sheet, 6 Double Rolls",1.0,6.8400,6.8400,6.84,6.8400,yes
2025-09-30,Walmart,"Crystal Geyser Alpine Spring Water, 1 Gallon Plastic Jug",2.0,1.4300,2.8600,2.86,1.4300,yes
2025-09-30,Walmart,"Kerrygold Grass-Fed Pure Irish Salted Butter Sticks, 8 oz, 2 Sticks",1.0,5.2400,5.2400,5.24,5.2400,yes
2025-09-30,Walmart,"Great Value Oven Roasted Turkey Breast Lunchmeat, 16 oz, Plastic Tub, Refrigerated",1.0,5.3700,5.3700,5.37,5.3700,yes
2025-09-30,Walmart,"bubly Sparkling Water, The Super Mario Galaxy Movie Lime, Zero Sugar & Zero Calories, 12 fl oz Cans (8 pack)​",1.0,4.2800,4.2800,4.28,4.2800,yes
2025-09-30,Walmart,"bubly Sparkling Water, The Super Mario Galaxy Movie Cherry, Zero Sugar & Zero Calories ,12 fl oz Cans (8 pack)​",1.0,4.2800,4.2800,4.28,4.2800,yes
2025-09-30,Walmart,"Great Value Large White Eggs, 36 Count",1.0,6.9600,6.9600,6.96,6.9600,yes
2025-09-30,Walmart,"Marketside Plain Goat Cheese, 4 oz",2.0,2.9700,5.9400,5.94,2.9700,yes
2025-09-30,Walmart,"Cholula Kosher Green Pepper Hot Sauce, 5.0 fl oz Bottle",2.0,3.8200,7.6400,7.64,3.8200,yes
2025-09-30,Walmart,"Pen+Gear No. 1 Size Smooth Paper Clips, Silver, 100 Count",1.0,1.9700,1.9700,1.97,1.9700,yes
2025-09-30,Walmart,"Great Value Whole Vitamin D Milk, Gallon, 128 fl oz",1.0,2.2800,2.2800,2.28,2.2800,yes
2025-10-02,Walmart,"Fresh Banana, Each",10.0,0.157,1.57,0.157,,no
2025-10-02,Walmart,"Blue Diamond Almonds, Lightly Salted Low Sodium Snack Nuts For Gluten Free Snacking, 14 oz.",1.0,5.9800,5.9800,5.98,5.9800,yes
2025-10-02,Walmart,"Pepperidge Farm White Hot Dog Buns, Top Sliced, 8-Pack Bag",1.0,3.3700,3.3700,3.37,3.3700,yes
2025-10-02,Walmart,Chobani 20G Protein Low-Fat Greek Yogurt Drink Strawberries & Cream 10 fl oz Bottle,2.0,4.64,9.28,4.64,,no
2025-10-02,Walmart,"Oscar Mayer Turkey Franks Hot Dogs, 16 oz, 10 ct Pack",1.0,3.9700,3.9700,3.97,3.9700,yes
2025-10-02,Walmart,"Great Value Original Whipped Cream Cheese Spread, 12 oz Tub",1.0,2.6300,2.6300,2.63,2.6300,yes
2025-10-02,Walmart,"Great Value Oven Roasted Turkey Breast Lunchmeat, 16 oz, Plastic Tub, Refrigerated",1.0,5.3700,5.3700,5.37,5.3700,yes
2025-10-02,Walmart,"Great Value Fiesta Blend Finely Shredded Cheese, 16 oz Bag",1.0,3.4800,3.4800,3.48,3.4800,yes
2025-10-02,Walmart,"Thomas' Light Multi-Grain English Muffins, 6 count, 100 Calories English Muffins, 12 oz Tray",1.0,3.6700,3.6700,3.67,3.6700,yes
2025-10-02,Walmart,"Thomas' Plain Mini Bagels, 10 count, Kosher Mini Bagels, 15 oz Bag",1.0,4.8200,4.8200,4.82,4.8200,yes
2025-10-02,Walmart,"Nature's Own WhiteWheat Healthy White Bread, Sliced White Bread Loaf, 20 oz, Shelf-Stable",2.0,3.4200,6.8400,6.84,3.4200,yes
2025-10-07,Walmart,"Fresh Banana, Each",6.0,0.22999999999999998,1.38,0.22999999999999998,,no
2025-10-07,Walmart,"Crest Toothpaste, 3DWhite Advanced Whitening Toothpaste, Radiant Mint, 3.3 oz, 3 Pack",1.0,12.9700,12.9700,12.97,12.9700,yes
2025-10-07,Walmart,"Great Value Extra Creamy Dairy Whipped Topping, 13 oz",1.0,2.9700,2.9700,2.97,2.9700,yes
2025-10-07,Walmart,"Great Value Uncooked Original Breakfast Pork Sausage Links, 12 oz Package",1.0,2.4200,2.4200,2.42,2.4200,yes
2025-10-07,Walmart,"Marketside Plain Goat Cheese, 4 oz",1.0,2.9700,2.9700,2.97,2.9700,yes
2025-10-07,Walmart,"Thomas' Plain Mini Bagels, 10 count, Kosher Mini Bagels, 15 oz Bag",1.0,4.8200,4.8200,4.82,4.8200,yes
2025-10-07,Walmart,"Stauffer's Original Animal Snack Crackers, 32 oz Party Size Pillow Bag, Low Fat Snack for Kids & Adults",1.0,5.1800,5.1800,5.18,5.1800,yes
2025-10-07,Walmart,"bubly Sparkling Water, The Super Mario Galaxy Movie Lime, Zero Sugar & Zero Calories, 12 fl oz Cans (8 pack)​",1.0,4.2800,4.2800,4.28,4.2800,yes
2025-10-07,Walmart,"bubly Sparkling Water, The Super Mario Galaxy Movie Cherry, Zero Sugar & Zero Calories ,12 fl oz Cans (8 pack)​",1.0,4.2800,4.2800,4.28,4.2800,yes
2025-10-07,Walmart,M&M's Peanut Milk Chocolate Candy Sharing Size - 10.05 oz Bag,1.0,4.9200,4.9200,4.92,4.9200,yes
2025-10-07,Walmart,"Jimmy Dean Fully Cooked Original Pork Sausage Links, 9.6 oz, 12 Count",1.0,5.4700,5.4700,5.47,5.4700,yes
2025-10-07,Walmart,Cabot Creamery Cabot Whole Milk Plain Greek Yogurt 2 lb (Refrigerated  Tub),1.0,4.12,4.12,4.12,,no
2025-10-07,Walmart,"Oikos Pro Shots 10g Protein, Mango Cultured Dairy Drinks Bottles, 3.1 fl oz, 6 Count​",1.0,5.14,5.14,5.14,,no
2025-10-07,Walmart,"Oikos Pro 23g Protein, Peach Cultured Dairy Drink Bottle, 7 fl oz",3.0,5.82,17.46,5.82,,no
2025-10-07,Walmart,Chobani 20G Protein Low-Fat Greek Yogurt Drink Strawberries & Cream 10 fl oz Bottle,6.0,13.92,83.52,13.92,,no
2025-10-07,Walmart,"Great Value Colby & Monterey Jack Cheese Snack, 9 oz Bag, 12 Cheese Sticks",1.0,2.5600,2.5600,2.56,2.5600,yes
2025-10-07,Walmart,"Sargento® Balanced Breaks® Monterey Jack & Mild Cheddar Cheese, WHEAT THINS® Minis",1.0,3.3400,3.3400,3.34,3.3400,yes
2025-10-07,Walmart,"BelGioioso Gluten-Free Asiago Specialty Cheese Wedge, 8 oz",1.0,5.4200,5.4200,5.42,5.4200,yes
2025-10-07,Walmart,Marketside Envy Apples 3 Lb Bag,1.0,7.4200,7.4200,7.42,7.4200,yes
2025-10-07,Walmart,"Fresh Glorys Cherry Tomatoes, 10 oz Package",1.0,3.2700,3.2700,3.27,3.2700,yes
2025-10-07,Walmart,"Great Value Low-Moisture Part-Skim Mozzarella String Cheese Snack, 12 oz, 12 Count",1.0,3.2800,3.2800,3.28,3.2800,yes
2025-10-11,Walmart,"Great Value Smoked Turkey Breast Lunchmeat, 16 oz, Plastic Tub, Refrigerated",1.0,5.3700,5.3700,5.37,5.3700,yes
